id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,Combination_Count
NCT06003218,"[[""oxycodone""], [""remifentanil""]]","[""DB00497"", ""DB00899""]","[""CID5284603"", ""CID60815""]",liver cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00497,DB00899,1
NCT06008275,"[[""ruxolitinib"", ""Jakafi""], [""neratinib""]]","[""DB08877"", ""DB11828""]","[""CID25126798"", ""CID9915743""]",metastatic triple-negative breast carcinoma,Disorders of breast,DB08877,DB11828,2
NCT06025474,"[[""pregabalin""], [""paroxetine""]]","[""DB00230"", ""DB00715""]","[""CID5486971"", ""CID43815""]",burning mouth syndrome,"General symptoms, signs or clinical findings",DB00230,DB00715,1
NCT06025474,"[[""vortioxetine""], [""pregabalin""]]","[""DB09068"", ""DB00230""]","[""CID9966051"", ""CID5486971""]",burning mouth syndrome,"General symptoms, signs or clinical findings",DB09068,DB00230,1
NCT06025474,"[[""pregabalin""], [""citalopram""]]","[""DB00230"", ""DB00215""]","[""CID5486971"", ""CID2771""]",burning mouth syndrome,"General symptoms, signs or clinical findings",DB00230,DB00215,1
NCT06025474,"[[""pregabalin""], [""escitalopram""]]","[""DB00230"", ""DB01175""]","[""CID5486971"", ""CID146570""]",burning mouth syndrome,"General symptoms, signs or clinical findings",DB00230,DB01175,1
NCT06025474,"[[""pregabalin""], [""sertraline""]]","[""DB00230"", ""DB01104""]","[""CID5486971"", ""CID68617""]",burning mouth syndrome,"General symptoms, signs or clinical findings",DB00230,DB01104,1
NCT06028828,"[[""melphalan""], [""fludarabine""]]","[""DB01042"", ""DB01073""]","[""-1"", ""-1""]",allogeneic hematopoietic stem cell transplantation,Reasons for contact with the health services,DB01042,DB01073,2
NCT06037434,"[[""torsemide""], [""potassium citrate""]]","[""DB00214"", ""DB09125""]","[""CID41781"", ""CID13344""]",congenital mitral insufficiency,Developmental anomalies of the circulatory system,DB00214,DB09125,2
NCT06039540,"[[""torsemide""], [""potassium citrate""]]","[""DB00214"", ""DB09125""]","[""CID41781"", ""CID13344""]",heart failure congenital,Diseases of the circulatory system,DB00214,DB09125,1
NCT06040489,"[[""pentoxifylline""], [""miltefosine""]]","[""DB00806"", ""DB09031""]","[""CID4740"", ""CID3599""]","leishmaniasis, mucocutaneous",Certain skin disorders attributable to infection or infestation,DB00806,DB09031,2
NCT06041932,"[[""carvedilol""], [""pentoxifylline""]]","[""DB01136"", ""DB00806""]","[""CID2585"", ""CID4740""]",liver cirrhosis,Diseases of liver,DB01136,DB00806,1
NCT06042647,"[[""tazarotene""], [""halobetasol""]]","[""DB00799"", ""DB00596""]","[""CID5381"", ""CID5311167""]",psoriasis vulgaris,Inflammatory dermatoses,DB00799,DB00596,5
NCT06049966,"[[""etoposide""], [""carboplatin""]]","[""DB00773"", ""DB00958""]","[""-1"", ""-1""]",large cell neuroendocrine carcinoma of the lung,Diseases of oesophagus,DB00773,DB00958,1
NCT06055712,"[[""cephalexin""], [""cefazolin""]]","[""DB00567"", ""DB01327""]","[""CID27447"", ""CID33255""]",infections,Certain infectious or parasitic diseases,DB00567,DB01327,1
NCT06056102,"[[""cyclophosphamide"", ""cytoxan""], [""fludarabine"", ""Fludara""]]","[""DB00531"", ""DB01073""]","[""CID2907"", ""CID30751""]",kidney transplant,Postprocedural disorders of eye or ocular adnexa,DB00531,DB01073,1
NCT06060886,"[[""aripiprazole""], [""paliperidone""]]","[""DB01238"", ""DB01267""]","[""CID60795"", ""CID115237""]",schizophrenia,Schizophrenia or other primary psychotic disorders,DB01238,DB01267,3
NCT06060886,"[[""aripiprazole""], [""paliperidone""]]","[""DB01238"", ""DB01267""]","[""CID60795"", ""CID115237""]",side effect,Harmful effects of substances,DB01238,DB01267,1
NCT06060886,"[[""aripiprazole""], [""paliperidone""]]","[""DB01238"", ""DB01267""]","[""CID60795"", ""CID115237""]",lipid metabolism disorders,Metabolic disorders,DB01238,DB01267,1
NCT06060886,"[[""aripiprazole""], [""paliperidone""]]","[""DB01238"", ""DB01267""]","[""CID60795"", ""CID115237""]",diabetes,Endocrine diseases,DB01238,DB01267,1
NCT06068179,"[[""mycophenolate mofetil"", ""methimazole""], [""methimazole""]]","[""DB00688"", ""DB00763""]","[""CID5281078"", ""CID1349907""]",graves' disease,Endocrine diseases,DB00688,DB00763,1
NCT06082232,"[[""bupivacaine""], [""midazolam""]]","[""DB00297"", ""DB00683""]","[""-1"", ""CID4192""]",postoperative pain,"General symptoms, signs or clinical findings",DB00297,DB00683,1
NCT06090565,"[[""cefixime"", ""cefixime""], [""doxycycline""]]","[""DB00671"", ""DB00254""]","[""CID5362065"", ""CID54671203""]",gonorrhea,Conditions related to sexual health,DB00671,DB00254,1
NCT06094244,"[[""rosuvastatin""], [""atorvastatin""]]","[""DB01098"", ""DB01076""]","[""CID446157"", ""CID60823""]",intracerebral hemorrhage,Diseases of the nervous system,DB01098,DB01076,2
NCT06095375,"[[""temozolomide""], [""regorafenib""]]","[""DB00853"", ""DB08896""]","[""CID5394"", ""CID11167602""]","glioblastoma, idh-wildtype",Neoplasms of brain or central nervous system,DB00853,DB08896,4
NCT06099769,"[[""mifepristone""], [""enzalutamide""]]","[""DB00834"", ""DB08899""]","[""CID55245"", ""CID15951529""]",metastatic breast cancer,Disorders of breast,DB00834,DB08899,1
NCT06104423,"[[""ramipril""], [""nebivolol""]]","[""DB00178"", ""DB04861""]","[""CID5362129"", ""CID71301""]",hypertension,Hypertensive diseases,DB00178,DB04861,2
NCT06106529,"[[""oxybutynin""], [""venlafaxine""]]","[""DB01062"", ""DB00285""]","[""-1"", ""CID5656""]",breast cancer,Disorders of breast,DB01062,DB00285,2
NCT06111872,"[[""midazolam""], [""meperidine""]]","[""DB00683"", ""DB00454""]","[""CID4192"", ""CID4058""]",choledochal cyst,Structural developmental anomalies of liver,DB00683,DB00454,1
NCT06131021,"[[""metronidazole""], [""amoxicillin""]]","[""DB00916"", ""DB01060""]","[""CID4173"", ""CID33613""]",periodontal pocket,Diseases of the digestive system,DB00916,DB01060,1
NCT06132958,"[[""doxorubicin"", ""daunorubicin""], [""paclitaxel"", ""docetaxel""]]","[""DB00694"", ""DB01248""]","[""CID30323"", ""CID148124""]",endometrial cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00694,DB01248,1
NCT06133114,"[[""clonazepam"", ""uridine triacetate""], [""olanzapine""]]","[""DB01068"", ""DB00334""]","[""CID2802"", ""CID4585""]",suicide crisis syndrome,Intentional self-harm,DB01068,DB00334,1
NCT06147518,"[[""metformin""], [""sitagliptin""]]","[""DB00331"", ""DB01261""]","[""-1"", ""CID4369359""]",compensated cirrhosis,Diseases of liver,DB00331,DB01261,2
NCT06147518,"[[""dapagliflozin""], [""metformin""]]","[""DB06292"", ""DB00331""]","[""CID9887712"", ""-1""]",compensated cirrhosis,Diseases of liver,DB06292,DB00331,2
NCT06150898,"[[""pregabalin""], [""ketorolac""]]","[""DB00230"", ""DB00465""]","[""CID5486971"", ""CID3826""]",early-stage breast cancer,Disorders of breast,DB00230,DB00465,2
NCT06156761,"[[""capecitabine""], [""mitoxantrone hydrochloride""]]","[""DB01101"", ""DB01204""]","[""CID60953"", ""CID51082""]",breast cancer,Disorders of breast,DB01101,DB01204,2
NCT06174922,"[[""prednisolone""], [""itraconazole""]]","[""DB00860"", ""DB01167""]","[""CID5755"", ""CID55283""]",allergic bronchopulmonary aspergillosis,Respiratory conditions due to other external agents,DB00860,DB01167,1
NCT06175273,"[[""dronabinol""], [""cyproheptadine""]]","[""DB00470"", ""DB00434""]","[""CID16078"", ""CID2913""]",pediatric cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00470,DB00434,3
NCT06175273,"[[""dronabinol""], [""cyproheptadine""]]","[""DB00470"", ""DB00434""]","[""CID16078"", ""CID2913""]",muscle loss,Soft tissue disorders,DB00470,DB00434,1
NCT06175273,"[[""dronabinol""], [""cyproheptadine""]]","[""DB00470"", ""DB00434""]","[""CID16078"", ""CID2913""]","malnutrition, child",Nutritional disorders,DB00470,DB00434,1
NCT06176235,"[[""dexamethasone""], [""teriflunomide"", ""Aubagio""]]","[""DB01234"", ""DB08880""]","[""CID5743"", ""CID54684141""]",immune thrombocytopenia,Allergic or hypersensitivity conditions,DB01234,DB08880,1
NCT06176911,"[[""danazol""], [""teriflunomide"", ""Aubagio""]]","[""DB01406"", ""DB08880""]","[""CID28417"", ""CID54684141""]",immune thrombocytopenia,Allergic or hypersensitivity conditions,DB01406,DB08880,1
NCT06192589,"[[""morphine""], [""cannabidiol"", ""Epidiolex""]]","[""DB00295"", ""DB09061""]","[""CID5288826"", ""CID644019""]",drug induced liver injury,Diseases of liver,DB00295,DB09061,1
NCT06192589,"[[""morphine""], [""cannabidiol"", ""Epidiolex""]]","[""DB00295"", ""DB09061""]","[""CID5288826"", ""CID644019""]",drug interaction,Reasons for contact with the health services,DB00295,DB09061,1
NCT06192589,"[[""cannabidiol"", ""Epidiolex""], [""citalopram"", ""Celexa""]]","[""DB09061"", ""DB00215""]","[""CID644019"", ""CID2771""]",drug induced liver injury,Diseases of liver,DB09061,DB00215,1
NCT06192589,"[[""cannabidiol"", ""Epidiolex""], [""citalopram"", ""Celexa""]]","[""DB09061"", ""DB00215""]","[""CID644019"", ""CID2771""]",drug interaction,Reasons for contact with the health services,DB09061,DB00215,1
NCT06199778,"[[""reserpine""], [""levofloxacin"", ""Antibiotics""]]","[""DB00206"", ""DB01137""]","[""CID5770"", ""CID149096""]",traumatic brain injury,Injuries of the nervous system,DB00206,DB01137,2
NCT06201793,"[[""minocycline""], [""mesalamine""]]","[""DB01017"", ""DB00244""]","[""CID54675783"", ""CID4075""]",inflammatory bowel diseases,Diseases of the digestive system,DB01017,DB00244,1
NCT06212336,"[[""ribavirin""], [""dexamethasone""]]","[""DB00811"", ""DB01234""]","[""-1"", ""CID5743""]",lassa fever,Certain zoonotic viral diseases,DB00811,DB01234,2
NCT06212596,"[[""cyclophosphamide""], [""prednisone""]]","[""DB00531"", ""DB00635""]","[""-1"", ""-1""]",relapsed or refractory multiple myeloma,Neoplasms,DB00531,DB00635,1
NCT06218524,"[[""temozolomide""], [""haloperidol""]]","[""DB00853"", ""DB00502""]","[""CID5394"", ""CID3559""]",glioblastoma multiforme,Neoplasms of brain or central nervous system,DB00853,DB00502,1
NCT06218667,"[[""degarelix""], [""copanlisib""]]","[""DB06699"", ""DB12483""]","[""CID16136245"", ""CID24989044""]",prostate cancer,Diseases of the male genital system,DB06699,DB12483,1
NCT06223568,"[[""cisplatin""], [""docetaxel""]]","[""DB00515"", ""DB01248""]","[""-1"", ""CID148124""]",oropharynx,Developmental anomalies,DB00515,DB01248,1
NCT06223568,"[[""cisplatin""], [""docetaxel""]]","[""DB00515"", ""DB01248""]","[""-1"", ""CID148124""]",human papillomavirus viruses,Conditions related to sexual health,DB00515,DB01248,1
NCT06231745,"[[""paroxetine""], [""methotrexate""]]","[""DB00715"", ""DB00563""]","[""CID43815"", ""CID126941""]",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00715,DB00563,1
NCT06231758,"[[""celecoxib""], [""metformin""]]","[""DB00482"", ""DB00331""]","[""CID2662"", ""-1""]",osteo arthritis knee,Arthropathies,DB00482,DB00331,1
NCT06241560,"[[""bismuth""], [""pirfenidone"", ""Esbriet""]]","[""DB01294"", ""DB04951""]","[""-1"", ""CID40632""]",idiopathic pulmonary fibrosis,Respiratory diseases principally affecting the lung interstitium,DB01294,DB04951,1
NCT06256289,"[[""canagliflozin"", ""Invokana""], [""metformin hydrochloride"", ""Glucophage""]]","[""DB08907"", ""DB00331""]","[""CID24812758"", ""CID14219""]",polycystic ovary syndrome,Skin disorders involving specific cutaneous structures,DB08907,DB00331,1
NCT06256289,"[[""canagliflozin"", ""Invokana""], [""metformin hydrochloride"", ""Glucophage""]]","[""DB08907"", ""DB00331""]","[""CID24812758"", ""CID14219""]",non-alcoholic fatty liver disease,Diseases of liver,DB08907,DB00331,1
NCT06258018,"[[""niraparib""], [""Temodal"", ""temozolomide""]]","[""DB11793"", ""DB00853""]","[""CID24958200"", ""CID5394""]","glioma, malignant","Disorders of nerve root, plexus or peripheral nerves",DB11793,DB00853,6
NCT06260904,"[[""apremilast""], [""prednisolone""]]","[""DB05676"", ""DB00860""]","[""CID11561674"", ""CID5755""]",oral lichen planus,Skin disorders involving the head and neck,DB05676,DB00860,1
NCT06260904,"[[""methotrexate""], [""prednisolone""]]","[""DB00563"", ""DB00860""]","[""CID126941"", ""CID5755""]",oral lichen planus,Skin disorders involving the head and neck,DB00563,DB00860,1
NCT06265675,"[[""Celestone""], [""lidocaine""]]","[""DB00443"", ""DB00281""]","[""-1"", ""CID3676""]",knee osteoarthritis,Arthropathies,DB00443,DB00281,1
NCT06266221,"[[""methylprednisolone"", ""Adrenal Cortex Hormones""], [""prednisone"", ""Adrenal Cortex Hormones""]]","[""DB00959"", ""DB00635""]","[""CID6741"", ""-1""]",erythema multiforme,Inflammatory dermatoses,DB00959,DB00635,1
CN103599081,"['niacin', 'lovastatin']","['DB00627', 'DB00227']","['CID938', 'CID53232']",hyperlipidemia,Metabolic disorders,DB00627,DB00227,11
CN103599081,"['niacin', 'simvastatin']","['DB00627', 'DB00641']","['CID938', 'CID54454']",dyslipidemia,Metabolic disorders,DB00627,DB00641,16
EP1702627,"['oxycodone', 'naloxone']","['DB00497', 'DB01183']","['CID5284603', 'CID5284596']",restless legs syndrome,Movement disorders,DB00497,DB01183,26
EP2055306,"['levonorgestrel', 'ethinylestradiol']","['DB00367', 'DB00977']","['CID13109', 'CID5991']",premenstrual syndrome,Diseases of the female genital system,DB00367,DB00977,36
EP2055306,"['levonorgestrel', 'ethinylestradiol']","['DB00367', 'DB00977']","['CID13109', 'CID5991']",acromegaly,Cutaneous markers of internal disorders,DB00367,DB00977,18
EP2055306,"['levonorgestrel', 'ethinylestradiol']","['DB00367', 'DB00977']","['CID13109', 'CID5991']",migraine,Headache disorders,DB00367,DB00977,18
EP2055306,"['levonorgestrel', 'ethinylestradiol']","['DB00367', 'DB00977']","['CID13109', 'CID5991']",acne,Skin disorders involving specific cutaneous structures,DB00367,DB00977,18
EP2055306,"['levonorgestrel', 'ethinylestradiol']","['DB00367', 'DB00977']","['CID13109', 'CID5991']",osteopenia,Osteopathies or chondropathies,DB00367,DB00977,18
EP2055306,"['estradiol', 'levonorgestrel']","['DB00783', 'DB00367']","['CID5757', 'CID13109']",osteoporosis,Osteopathies or chondropathies,DB00783,DB00367,3
EP2055306,"['estradiol', 'levonorgestrel']","['DB00783', 'DB00367']","['CID5757', 'CID13109']",menopause,Diseases of the female genital system,DB00783,DB00367,3
EP2055306,"['estradiol', 'levonorgestrel']","['DB00783', 'DB00367']","['CID5757', 'CID13109']",hormone replacement therapy,Reasons for contact with the health services,DB00783,DB00367,3
EP2055306,"['ethinylestradiol', 'dienogest']","['DB00977', 'DB09123']","['CID5991', 'CID68861']",bleeding vaginal,Diseases of the female genital system,DB00977,DB09123,9
EP89167,"['amlodipine besylate', 'benazepril hydrochloride']","['DB00381', 'DB00542']","['CID60496', 'CID5362123']",hypertension,Hypertensive diseases,DB00381,DB00542,15
EP89167,"['amlodipine besylate', 'atorvastatin calcium']","['DB00381', 'DB01076']","['CID60496', 'CID60822']",dyslipidemia,Metabolic disorders,DB00381,DB01076,36
EP89167,"['amlodipine besylate', 'atorvastatin calcium']","['DB00381', 'DB01076']","['CID60496', 'CID60822']",hypertension,Hypertensive diseases,DB00381,DB01076,19
JP2019214562,"['promethazine hydrochloride', 'dextromethorphan hydrobromide']","['DB01069', 'DB00514']","['CID6014', 'CID5464025']",cough,"Symptoms, signs or clinical findings, not elsewhere classified",DB01069,DB00514,1
JP2019214562,"['promethazine hydrochloride', 'codeine phosphate']","['DB01069', 'DB00318']","['CID6014', 'CID5359227']",cough,"Symptoms, signs or clinical findings, not elsewhere classified",DB01069,DB00318,2
US20030215396,"['fenoterol hydrobromide', 'ipratropium bromide']","['DB01288', 'DB00332']","['CID5702161', 'CID657308']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB01288,DB00332,3
US20040110734,"['amoxapine', 'prednisolone']","['DB00543', 'DB00860']","['CID2170', 'CID5755']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00543,DB00860,3
US20040110734,"['prednisolone', 'nortriptyline']","['DB00860', 'DB00540']","['CID5755', 'CID4543']",pain chronic,"General symptoms, signs or clinical findings",DB00860,DB00540,1
US20090298839,"['dorzolamide hydrochloride', 'timolol maleate']","['DB00869', 'DB00373']","['CID6918132', 'CID5281056']",glaucoma,Disorders of the visual organs,DB00869,DB00373,18
US20140323399,"['phentermine', 'topiramate']","['DB00191', 'DB00273']","['CID4771', 'CID5284627']",renal disorders,Diseases of the urinary system,DB00191,DB00273,25
US20140323399,"['phentermine', 'topiramate']","['DB00191', 'DB00273']","['CID4771', 'CID5284627']",diabetes type 2,Endocrine diseases,DB00191,DB00273,25
US20140323399,"['phentermine', 'topiramate']","['DB00191', 'DB00273']","['CID4771', 'CID5284627']",binge eating disorder,Feeding or eating disorders,DB00191,DB00273,25
US20140323399,"['phentermine', 'topiramate']","['DB00191', 'DB00273']","['CID4771', 'CID5284627']",sleep apnea obstructive,"Mental, behavioural or neurodevelopmental disorders",DB00191,DB00273,25
US20140323399,"['phentermine', 'topiramate']","['DB00191', 'DB00273']","['CID4771', 'CID5284627']",liver diseases,Diseases of the digestive system,DB00191,DB00273,25
US20160256454,"['codeine phosphate', 'chlorpheniramine maleate']","['DB00318', 'DB01114']","['CID5359227', 'CID5281068']",common cold,Upper respiratory tract disorders,DB00318,DB01114,7
US20160256454,"['codeine phosphate', 'chlorpheniramine maleate']","['DB00318', 'DB01114']","['CID5359227', 'CID5281068']",cough,"Symptoms, signs or clinical findings, not elsewhere classified",DB00318,DB01114,7
US20160354383,"['bimatoprost', 'brimonidine tartrate']","['DB00905', 'DB00484']","['CID5311027', 'CID6917831']",glaucoma,Disorders of the visual organs,DB00905,DB00484,3
US6417191,"['abacavir sulfate', 'lamivudine']","['DB01048', 'DB00709']","['CID441300', 'CID60825']",infection hiv,Diseases of the genitourinary system,DB01048,DB00709,4
WO1999067254,"['darunavir', 'cobicistat']","['DB01264', 'DB09065']","['CID213039', 'CID25151504']",infection hiv,Diseases of the genitourinary system,DB01264,DB09065,2
WO2004064845,"['tenofovir disoproxil fumarate', 'emtricitabine']","['DB00300', 'DB00879']","['CID6398764', 'CID60877']",aicardi-goutieres syndrome,Disorders of lymphocyte function,DB00300,DB00879,8
WO2005030132,"['dipyridamole', 'prednisolone']","['DB00975', 'DB00860']","['CID3108', 'CID5755']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00975,DB00860,7
WO2005030132,"['dipyridamole', 'prednisolone']","['DB00975', 'DB00860']","['CID3108', 'CID5755']",osteoarthritis localized,Arthropathies,DB00975,DB00860,7
WO2005030132,"['dipyridamole', 'prednisolone']","['DB00975', 'DB00860']","['CID3108', 'CID5755']",periodontitis,Diseases or disorders of orofacial complex,DB00975,DB00860,7
WO2005030132,"['budesonide', 'nortriptyline']","['DB01222', 'DB00540']","['CID5281004', 'CID4543']",asthma,Allergic or hypersensitivity conditions,DB01222,DB00540,2
WO2005051400,"['drospirenone', 'ethinylestradiol']","['DB01395', 'DB00977']","['CID68873', 'CID5991']",dysphoria,"Mental or behavioural symptoms, signs or clinical findings",DB01395,DB00977,16
WO2005051400,"['drospirenone', 'ethinylestradiol']","['DB01395', 'DB00977']","['CID68873', 'CID5991']",acne,Skin disorders involving specific cutaneous structures,DB01395,DB00977,32
WO2005051400,"['drospirenone', 'ethinylestradiol']","['DB01395', 'DB00977']","['CID68873', 'CID5991']",endometriosis,Diseases of the genitourinary system,DB01395,DB00977,16
WO2005051400,"['drospirenone', 'ethinylestradiol']","['DB01395', 'DB00977']","['CID68873', 'CID5991']",dysmenorrhea,Diseases of the female genital system,DB01395,DB00977,16
WO2007086846,"['omeprazole', 'sodium bicarbonate']","['DB00338', 'DB01390']","['CID4594', 'CID516892']",esophageal disorders,Diseases of the digestive system,DB00338,DB01390,80
WO2007086846,"['omeprazole', 'sodium bicarbonate']","['DB00338', 'DB01390']","['CID4594', 'CID516892']",esophagitis,Diseases of oesophagus,DB00338,DB01390,40
WO2008065247,"['piperacillin sodium', 'tazobactam sodium']","['DB00319', 'DB01606']","['CID23666879', 'CID23663400']",neutropenia febrile,"General symptoms, signs or clinical findings",DB00319,DB01606,25
WO2008065247,"['piperacillin sodium', 'tazobactam sodium']","['DB00319', 'DB01606']","['CID23666879', 'CID23663400']",infection bacterial,Other bacterial diseases,DB00319,DB01606,27
WO2008065247,"['ampicillin sodium', 'sulbactam sodium']","['DB00415', 'DB09324']","['CID23663979', 'CID23663973']",pneumonia bacterial,Diseases of the respiratory system,DB00415,DB09324,10
WO2008065247,"['ampicillin sodium', 'sulbactam sodium']","['DB00415', 'DB09324']","['CID23663979', 'CID23663973']",infection bacterial,Other bacterial diseases,DB00415,DB09324,10
WO2008096369,"['lamivudine', 'tenofovir disoproxil fumarate']","['DB00709', 'DB00300']","['CID60825', 'CID6398764']",infection hiv,Diseases of the genitourinary system,DB00709,DB00300,2
WO2009114648,"['oxycodone hydrochloride', 'acetaminophen']","['DB00497', 'DB00316']","['CID5284603', 'CID1983']",pain low back,"Symptoms, signs or clinical findings of the musculoskeletal system",DB00497,DB00316,13
WO2009114648,"['oxycodone hydrochloride', 'acetaminophen']","['DB00497', 'DB00316']","['CID5284603', 'CID1983']",osteoarthritis,Arthropathies,DB00497,DB00316,13
WO2009114648,"['tramadol hydrochloride', 'acetaminophen']","['DB00193', 'DB00316']","['CID63013', 'CID1983']",pain dental,Diseases or disorders of orofacial complex,DB00193,DB00316,21
WO2009151619,"['tobramycin', 'dexamethasone']","['DB00684', 'DB01234']","['CID36294', 'CID5743']",infection ear,Diseases of middle ear or mastoid,DB00684,DB01234,7
WO2009151619,"['tobramycin', 'dexamethasone']","['DB00684', 'DB01234']","['CID36294', 'CID5743']",ocular bacterial infection,Other bacterial diseases,DB00684,DB01234,7
WO2010058070,"['drospirenone', 'estradiol']","['DB01395', 'DB00783']","['CID68873', 'CID5757']",postmenopausal syndrome,Diseases of the female genital system,DB01395,DB00783,6
WO2010058070,"['drospirenone', 'estradiol']","['DB01395', 'DB00783']","['CID68873', 'CID5757']",hormone replacement therapy,Reasons for contact with the health services,DB01395,DB00783,6
WO2010058070,"['drospirenone', 'estradiol']","['DB01395', 'DB00783']","['CID68873', 'CID5757']",osteoporosis postmenopausal,Osteopathies or chondropathies,DB01395,DB00783,6
WO2011069197,"['salmeterol xinafoate', 'fluticasone propionate']","['DB00938', 'DB00588']","['CID56801', 'CID444036']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB00938,DB00588,29
WO2011069197,"['salmeterol xinafoate', 'fluticasone propionate']","['DB00938', 'DB00588']","['CID56801', 'CID444036']",asthma,Allergic or hypersensitivity conditions,DB00938,DB00588,58
WO2011069197,"['salmeterol xinafoate', 'fluticasone propionate']","['DB00938', 'DB00588']","['CID56801', 'CID444036']",obesity,Nutritional disorders,DB00938,DB00588,29
WO2011069197,"['salmeterol xinafoate', 'fluticasone propionate']","['DB00938', 'DB00588']","['CID56801', 'CID444036']",thyroid-associated ophthalmopathy (graves ophthalmopathy),Endocrine diseases,DB00938,DB00588,29
WO2011069197,"['salmeterol xinafoate', 'fluticasone propionate']","['DB00938', 'DB00588']","['CID56801', 'CID444036']",respiratory disorders,Diseases of the respiratory system,DB00938,DB00588,29
WO2011128625,"['trimethoprim', 'sulphamethoxazole']","['DB00440', 'DB01015']","['CID5578', 'CID5329']",pneumonia pneumocystis jiroveci (pcp),Pneumocystosis,DB00440,DB01015,19
WO2011128625,"['trimethoprim', 'sulphamethoxazole']","['DB00440', 'DB01015']","['CID5578', 'CID5329']",infection bacterial,Other bacterial diseases,DB00440,DB01015,19
WO2011128625,"['trimethoprim', 'sulphamethoxazole']","['DB00440', 'DB01015']","['CID5578', 'CID5329']",infection staphylococcus aureus (methicillin-resistant (mrsa)),Pyogenic bacterial infections of the skin or subcutaneous tissues,DB00440,DB01015,19
WO2011133418,"['ezetimibe', 'simvastatin']","['DB00973', 'DB00641']","['CID150311', 'CID54454']",stenosis arterial,Diseases of arteries or arterioles,DB00973,DB00641,13
WO2011133418,"['ezetimibe', 'simvastatin']","['DB00973', 'DB00641']","['CID150311', 'CID54454']",alopecia areata,Skin disorders involving specific cutaneous structures,DB00973,DB00641,12
WO2013187700,"['rosuvastatin calcium', 'metformin hydrochloride']","['DB01098', 'DB00331']","['CID5282455', 'CID14219']",diabetes type 2,Endocrine diseases,DB01098,DB00331,6
WO2013187700,"['rosuvastatin calcium', 'metformin hydrochloride']","['DB01098', 'DB00331']","['CID5282455', 'CID14219']",dyslipidemia,Metabolic disorders,DB01098,DB00331,6
WO2013187700,"['atorvastatin calcium', 'metformin hydrochloride']","['DB01076', 'DB00331']","['CID60822', 'CID14219']",diabetes type 2,Endocrine diseases,DB01076,DB00331,2
WO2013187700,"['atorvastatin calcium', 'metformin hydrochloride']","['DB01076', 'DB00331']","['CID60822', 'CID14219']",hyperlipidemia,Metabolic disorders,DB01076,DB00331,3
WO2015054302,"['carbidopa', 'levodopa']","['DB00190', 'DB01235']","['-1', 'CID6047']",cocaine dependency,Disorders due to substance use or addictive behaviours,DB00190,DB01235,32
WO2015054302,"['carbidopa', 'levodopa']","['DB00190', 'DB01235']","['-1', 'CID6047']",oculocutaneous albinism,Disorders of the visual organs,DB00190,DB01235,96
WO2015054302,"['carbidopa', 'levodopa']","['DB00190', 'DB01235']","['-1', 'CID6047']",amblyopia,Disorders of vision or visual functioning,DB00190,DB01235,32
WO2015054302,"['carbidopa', 'levodopa']","['DB00190', 'DB01235']","['-1', 'CID6047']",angelman syndrome,Conditions with disorders of intellectual development as a relevant clinical feature,DB00190,DB01235,32
WO2015115926,"['sulbactam', 'cefoperazone sodium']","['DB09324', 'DB01329']","['CID130313', 'CID23663974']",infection bacterial,Other bacterial diseases,DB09324,DB01329,13
WO2019100008,"['captopril', 'hydrochlorothiazide']","['DB01197', 'DB00999']","['CID44093', 'CID3639']",hypertension,Hypertensive diseases,DB01197,DB00999,2
WO2019100008,"['losartan potassium', 'hydrochlorothiazide']","['DB00678', 'DB00999']","['CID11751549', 'CID3639']",stroke,Diseases of the nervous system,DB00678,DB00999,8
AU198551534,"['risedronate sodium', 'calcium carbonate']","['DB00884', 'DB06724']","['CID5245', 'CID10112']",osteoporosis postmenopausal,Osteopathies or chondropathies,DB00884,DB06724,7
CA2177772,"['irbesartan', 'hydrochlorothiazide']","['DB01029', 'DB00999']","['CID3749', 'CID3639']",hypertension,Hypertensive diseases,DB01029,DB00999,17
CN101756931,"['alendronate sodium', 'cholecalciferol']","['DB00630', 'DB00169']","['CID16760285', 'CID5280795']",osteoporosis,Osteopathies or chondropathies,DB00630,DB00169,16
CN101756972,"['atenolol', 'nifedipine']","['DB00335', 'DB01115']","['CID2249', 'CID4485']",angina pectoris,Ischaemic heart diseases,DB00335,DB01115,3
CN101756972,"['atenolol', 'nifedipine']","['DB00335', 'DB01115']","['CID2249', 'CID4485']",hypertension,Hypertensive diseases,DB00335,DB01115,3
CN101756975,"['irbesartan', 'amlodipine besilate']","['DB01029', 'DB00381']","['CID3749', 'CID60496']",hypertension essential,Hypertensive diseases,DB01029,DB00381,38
